CentroidConvex hull 0 - Level 0,3.548576,58.81588,-5.659917
CentroidConvex hull 34 - Level 1,-5.150077,118.2396,8.005589
CentroidConvex hull 120 - Level 2,0.3109505,168.9207,-3.56732
CentroidConvex hull 0 - Level 3,1.321814,218.842,1.599496
CentroidConvex hull 1 - Level 3,1.677477,218.8906,-1.82243
CentroidConvex hull 2 - Level 3,4.734972,217.7443,1.956967
CentroidConvex hull 3 - Level 3,2.365463,217.651,6.847005
CentroidConvex hull 7 - Level 3,-4.650678,219.8891,-5.923461
CentroidConvex hull 8 - Level 3,2.280777,218.826,-6.921712
CentroidConvex hull 9 - Level 3,7.173155,218.7409,-4.515303
CentroidConvex hull 10 - Level 3,10.14322,217.6121,-0.8200541
CentroidConvex hull 11 - Level 3,11.30401,217.4574,4.500139
CentroidConvex hull 17 - Level 3,-14.09174,219.6838,1.463597
CentroidConvex hull 19 - Level 3,-9.562274,219.7851,-8.255203
CentroidConvex hull 20 - Level 3,-3.874571,219.7551,-12.59285
CentroidConvex hull 21 - Level 3,1.369082,219.6868,-13.74936
CentroidConvex hull 22 - Level 3,7.915052,218.5982,-11.28503
CentroidConvex hull 23 - Level 3,12.90034,217.4144,-9.142435
CentroidConvex hull 24 - Level 3,15.67229,217.3085,-3.61588
CentroidConvex hull 25 - Level 3,16.84213,216.1564,1.614521
CentroidConvex hull 38 - Level 3,-11.98113,220.5585,-15.202
CentroidConvex hull 39 - Level 3,-4.918612,219.5592,-17.88567
CentroidConvex hull 40 - Level 3,0.2921583,219.4781,-18.8881
CentroidConvex hull 41 - Level 3,7.050365,218.3178,-18.27242
CentroidConvex hull 42 - Level 3,11.97437,217.2269,-16.08748
CentroidConvex hull 46 - Level 3,23.53135,214.5493,4.149816
CentroidConvex hull 57 - Level 2,-21.90955,168.7746,8.660944
CentroidConvex hull 4 - Level 3,-12.04844,218.1773,13.04906
CentroidConvex hull 5 - Level 3,-15.10392,218.2186,9.189326
CentroidConvex hull 6 - Level 3,-16.17804,218.3563,3.890469
CentroidConvex hull 16 - Level 3,-20.76654,218.0147,13.66107
CentroidConvex hull 18 - Level 3,-22.62686,219.1436,1.432438
CentroidConvex hull 33 - Level 3,-26.24234,217.657,16.35673
CentroidConvex hull 34 - Level 3,-28.85113,218.7711,11.009
CentroidConvex hull 35 - Level 3,-29.7279,218.8228,4.024646
CentroidConvex hull 36 - Level 3,-27.46451,218.9526,-0.859371
CentroidConvex hull 37 - Level 3,-24.85027,219.9778,-7.149208
CentroidConvex hull 56 - Level 3,-30.1241,217.1532,21.06148
CentroidConvex hull 58 - Level 3,-35.34402,218.3862,8.456296
CentroidConvex hull 59 - Level 3,-34.524,218.5288,1.767587
CentroidConvex hull 86 - Level 3,-38.23536,216.7681,18.30976
CentroidConvex hull 120 - Level 3,-40.86544,214.9149,26.44729
CentroidConvex hull 121 - Level 3,-45.1424,215.9301,20.73586
CentroidConvex hull 20 - Level 2,-5.074189,166.439,24.47085
CentroidConvex hull 12 - Level 3,6.507497,216.6277,22.77205
CentroidConvex hull 13 - Level 3,1.003151,216.683,25.52868
CentroidConvex hull 14 - Level 3,-4.331995,216.6656,26.67176
CentroidConvex hull 15 - Level 3,-10.84595,217.7615,24.06883
CentroidConvex hull 26 - Level 3,13.75478,215.3481,20.18664
CentroidConvex hull 28 - Level 3,7.398728,215.1522,29.80009
CentroidConvex hull 29 - Level 3,1.839609,216.1121,32.53077
CentroidConvex hull 30 - Level 3,-3.247376,216.278,31.99131
CentroidConvex hull 31 - Level 3,-10.02289,217.3075,31.05014
CentroidConvex hull 32 - Level 3,-14.85075,217.3664,28.74253
CentroidConvex hull 49 - Level 3,14.06951,213.5489,32.3401
CentroidConvex hull 50 - Level 3,8.424911,214.6791,35.05915
CentroidConvex hull 51 - Level 3,2.969964,214.6404,37.85005
CentroidConvex hull 52 - Level 3,-4.058484,215.6371,38.63295
CentroidConvex hull 53 - Level 3,-9.109731,215.6963,38.01064
CentroidConvex hull 54 - Level 3,-15.63978,216.7821,35.41922
CentroidConvex hull 55 - Level 3,-20.29947,216.927,31.49826
CentroidConvex hull 57 - Level 3,-25.98733,217.1817,22.17994
CentroidConvex hull 77 - Level 3,15.13394,212.9718,37.66985
CentroidConvex hull 78 - Level 3,9.381502,212.839,42.11146
CentroidConvex hull 79 - Level 3,4.039777,212.9019,43.22289
CentroidConvex hull 80 - Level 3,-2.967492,214.0031,43.9249
CentroidConvex hull 81 - Level 3,-8.121345,214.0725,43.32477
CentroidConvex hull 82 - Level 3,-14.77008,215.0993,42.34327
CentroidConvex hull 83 - Level 3,-19.40302,215.3525,38.3734
CentroidConvex hull 84 - Level 3,-25.83128,215.3287,34.196
CentroidConvex hull 85 - Level 3,-28.7394,215.446,30.40647
CentroidConvex hull 114 - Level 3,-3.773488,212.1283,50.6181
CentroidConvex hull 115 - Level 3,-8.915481,212.1338,50.08603
CentroidConvex hull 46 - Level 1,35.15146,111.1032,3.494634
CentroidConvex hull 84 - Level 2,50.16844,158.3728,16.87128
CentroidConvex hull 27 - Level 3,44.62558,210.8908,20.86375
CentroidConvex hull 47 - Level 3,53.62518,210.428,16.77931
CentroidConvex hull 48 - Level 3,51.16625,210.3032,23.35238
CentroidConvex hull 74 - Level 3,58.34367,208.7742,20.72603
CentroidConvex hull 75 - Level 3,56.08585,208.6646,25.7054
CentroidConvex hull 76 - Level 3,52.05764,208.6405,30.37112
CentroidConvex hull 105 - Level 3,64.74477,207.3302,11.12068
CentroidConvex hull 106 - Level 3,64.15565,207.265,16.2739
CentroidConvex hull 107 - Level 3,63.31376,206.9725,23.04531
CentroidConvex hull 108 - Level 3,60.98634,206.8607,27.99018
CentroidConvex hull 109 - Level 3,56.97574,206.8913,32.73208
CentroidConvex hull 143 - Level 3,70.24349,205.5924,8.254055
CentroidConvex hull 144 - Level 3,69.70727,204.4912,15.12936
CentroidConvex hull 146 - Level 3,66.51449,204.1976,26.97271
CentroidConvex hull 147 - Level 3,64.18047,204.0715,31.92522
CentroidConvex hull 188 - Level 3,76.6308,202.3211,14.11584
CentroidConvex hull 189 - Level 3,75.78426,202.1092,21.01087
CentroidConvex hull 190 - Level 3,73.52601,202.1992,25.91483
CentroidConvex hull 191 - Level 3,71.11795,202.1756,30.92405
CentroidConvex hull 239 - Level 3,80.77543,200.1623,21.54494
CentroidConvex hull 241 - Level 3,76.04832,200.0638,33.11626
CentroidConvex hull 295 - Level 3,85.07899,197.865,27.12848
CentroidConvex hull 112 - Level 2,44.78572,160.7059,-8.131405
CentroidConvex hull 43 - Level 3,45.30438,211.9963,-15.21457
CentroidConvex hull 44 - Level 3,49.95483,211.7215,-11.2379
CentroidConvex hull 67 - Level 3,41.30598,212.7321,-25.77626
CentroidConvex hull 101 - Level 3,54.84066,208.7931,-22.82934
CentroidConvex hull 141 - Level 3,66.05602,205.696,-13.02578
CentroidConvex hull 145 - Level 3,66.58755,206.3088,9.709512
CentroidConvex hull 186 - Level 3,72.39957,203.7254,-8.803045
CentroidConvex hull 187 - Level 3,73.26681,203.5746,-1.73353
CentroidConvex hull 78 - Level 2,54.79856,157.3577,-8.543036
CentroidConvex hull 45 - Level 3,55.14337,210.2989,-4.351674
CentroidConvex hull 69 - Level 3,55.07619,209.0532,-18.26414
CentroidConvex hull 70 - Level 3,58.08467,208.9494,-14.44052
CentroidConvex hull 71 - Level 3,61.03724,207.6543,-8.949936
CentroidConvex hull 72 - Level 3,61.82888,208.5878,-1.9162
CentroidConvex hull 73 - Level 3,61.14235,208.5495,3.21148
CentroidConvex hull 102 - Level 3,61.98825,207.395,-17.48913
CentroidConvex hull 103 - Level 3,64.92744,206.1265,-12.08393
CentroidConvex hull 104 - Level 3,66.05789,206.0505,-6.713892
CentroidConvex hull 140 - Level 3,67.24925,205.6149,-18.66894
CentroidConvex hull 142 - Level 3,71.35869,204.2634,-7.834846
CentroidConvex hull 184 - Level 3,74.39625,202.4407,-19.62991
CentroidConvex hull 185 - Level 3,75.54524,202.4842,-14.34494
CentroidConvex hull 233 - Level 3,78.31263,200.5193,-24.36612
CentroidConvex hull 234 - Level 3,81.07313,200.3343,-18.78918
CentroidConvex hull 235 - Level 3,82.2106,200.2663,-13.54395
CentroidConvex hull 236 - Level 3,83.12779,200.1845,-6.431957
CentroidConvex hull 288 - Level 3,83.4353,198.4045,-25.43369
CentroidConvex hull 289 - Level 3,86.19914,198.2184,-19.93928
CentroidConvex hull 11 - Level 2,68.25499,152.3592,8.934464
CentroidConvex hull 237 - Level 3,89.71489,197.6275,6.246036
CentroidConvex hull 238 - Level 3,88.94875,197.5258,13.03322
CentroidConvex hull 294 - Level 3,93.52104,195.3507,16.95236
CentroidConvex hull 19 - Level 1,-50.09449,113.0089,-19.57193
CentroidConvex hull 38 - Level 2,-56.87697,161.9315,-34.79884
CentroidConvex hull 60 - Level 3,-58.17043,211.416,-27.23658
CentroidConvex hull 61 - Level 3,-55.60725,212.4564,-33.57695
CentroidConvex hull 62 - Level 3,-49.95791,212.5553,-37.98951
CentroidConvex hull 89 - Level 3,-65.16692,210.8546,-24.67165
CentroidConvex hull 90 - Level 3,-62.54862,212.0322,-31.04279
CentroidConvex hull 91 - Level 3,-60.27091,212.0381,-35.77343
CentroidConvex hull 92 - Level 3,-56.34897,212.0626,-40.3644
CentroidConvex hull 93 - Level 3,-52.44277,212.0456,-44.87426
CentroidConvex hull 126 - Level 3,-68.9019,210.2894,-33.51725
CentroidConvex hull 127 - Level 3,-66.24915,211.3785,-39.73618
CentroidConvex hull 128 - Level 3,-62.34029,211.4228,-44.34897
CentroidConvex hull 129 - Level 3,-56.79566,211.5219,-48.571
CentroidConvex hull 168 - Level 3,-73.00974,209.6766,-38.88235
CentroidConvex hull 169 - Level 3,-70.73007,209.6601,-43.65405
CentroidConvex hull 170 - Level 3,-65.03748,209.7398,-49.55611
CentroidConvex hull 171 - Level 3,-61.15363,209.6938,-54.01424
CentroidConvex hull 172 - Level 3,-55.76182,210.8591,-56.57961
CentroidConvex hull 214 - Level 3,-81.93657,207.7323,-33.36365
CentroidConvex hull 216 - Level 3,-77.01595,207.7305,-46.03457
CentroidConvex hull 217 - Level 3,-72.97987,208.9331,-50.36881
CentroidConvex hull 218 - Level 3,-67.67834,208.0146,-54.83753
CentroidConvex hull 219 - Level 3,-63.64724,208.9825,-59.12083
CentroidConvex hull 268 - Level 3,-83.87836,205.9137,-43.45884
CentroidConvex hull 269 - Level 3,-81.44466,207.0366,-48.04929
CentroidConvex hull 270 - Level 3,-77.34024,207.0626,-54.1056
CentroidConvex hull 271 - Level 3,-73.63338,205.9514,-58.80811
CentroidConvex hull 272 - Level 3,-68.18159,206.0301,-63.08612
CentroidConvex hull 327 - Level 3,-87.73415,205.0427,-48.71952
CentroidConvex hull 328 - Level 3,-83.89294,203.9569,-55.01208
CentroidConvex hull 329 - Level 3,-80.02406,204.0109,-59.49036
CentroidConvex hull 37 - Level 2,-64.98838,160.7849,-7.111857
