CentroidConvex hull 651 - Level 1,5.699293038029563,5.3862639869412305,5.5834537252136
CentroidConvex hull 95 - Level 2,6.87756085896472,5.76720765529026,5.382572004720836
CentroidConvex hull 0 - Level 3,3.976350312603575,0.5822548655218851,0.6390329169188158
CentroidConvex hull 1 - Level 4,4.9834979511004365,5.980497249498606,5.685169723124853
CentroidConvex hull 917 - Level 1,6.2972469797119315,5.542132179656393,0.06753387193769278
CentroidConvex hull 95 - Level 2,9.188972336672688,1.2984525381602408,2.6759727972804104
CentroidConvex hull 0 - Level 3,3.4661169373897005,1.7368873074109215,4.94736766859034
CentroidConvex hull 1 - Level 4,4.759219868377212,5.808068074942785,0.5525474960938415
CentroidConvex hull 565 - Level 1,7.219390150263303,8.444978700617758,9.419360234222834
CentroidConvex hull 95 - Level 2,9.250695859756563,0.1373760838618343,9.977940467488049
CentroidConvex hull 0 - Level 3,5.660107988573918,4.815327823265169,2.7432865026157827
CentroidConvex hull 1 - Level 4,6.684622307313033,0.04570044907823423,8.031470997016225
CentroidConvex hull 564 - Level 1,9.539775313614495,6.400829450161462,1.322758212394748
CentroidConvex hull 80 - Level 2,5.44525108846061,1.9920358886336897,6.701029920620204
CentroidConvex hull 0 - Level 3,8.310201003616026,1.1133460750077973,1.4740136137264115
CentroidConvex hull 1 - Level 4,2.547519049680489,9.563495333104397,1.4911098057053762
CentroidConvex hull 563 - Level 1,7.766917011574098,0.32845306839678123,9.568073385992045
CentroidConvex hull 80 - Level 2,9.572578137187794,5.47171094129115,9.544863049327212
CentroidConvex hull 0 - Level 3,3.764869497318606,2.5577047315762202,5.54404493403001
CentroidConvex hull 1 - Level 4,1.3630547712786467,8.296083246630813,6.457874338977341
CentroidConvex hull 562 - Level 1,5.351378918419078,4.242988876944152,6.616518859961687
CentroidConvex hull 80 - Level 2,7.767806554690716,1.0560457915862942,2.968982970824352
CentroidConvex hull 0 - Level 3,3.0202171147499666,4.869108770332954,3.300397594558291
